,NPM,Judul,Abstrak,jurusan
57,070411100155,"Pengenalan Tipe Huruf Aksara di Indonesia Menggunakan Edge Direction Matrix (Batak Toba, Kaganga, Carakan, Had Lampung)","Optical Font Recognition (OFR) merupakan  teknik analisa tipe tulisan pada teks atau dokumen yang sangat diminati. Penelitian ini menguji keefektifan penggunaan analisa ekstraksi fitur global berdasarkan analisa statistik pada perilaku piksel tepi citra biner OFR. Salah satu metode OFR berdasarkan pendekatan global adalah Edge Direction Matrix (EDM).  EDM merupakan sebuah metode baru pada ekstraksi fitur untuk citra biner dimana perilaku piksel tepi antara background putih dan pola hitam diambil sebagai fitur pola. Kemudian nilai tersebut disimpan pada matrik EDM1 dan EDM2  sesuai dengan delapan arah sudut. Dari nilai matrik yang terbentuk kemudian akan dihitung berdasarkan enam persamaan EDM sehingga membentuk 22 nilai fitur. Dalam hal ini dataset yang digunakan untuk pengujian berjumlah 1200 data citra yang berasal dari empat aksara kuno yang ada di Indonesia yaitu Aksara Carakan, Aksara Batak Toba, Aksara Had Lampung dan Aksara Kaganga. Setiap aksara mempunyai empat style font yaitu Bold, Bold-Italic, Italic dan Regular. Penelitian ini menggunakan metode Euclidean Distance dalam proses klasifikasi dan pengenalan tipe tulisan sehingga mendapatkan hasil akurasi pengenalan tertinggi mencapai 83,7% pada skenario ke 5 dengan jumlah data ujicoba sebanyak 208 data. ",Teknik Informatika
58,050411100614,Sistem Pendukung Keputusan Penentuan Prioritas Produk Unggulan Daerah Dengan Menggunakan Metode F-AHP Studi Kasus Kabupaten Bangkalan,"Persaingan produk unggulan daerah semakin ketat seiring dengan terus meningkatnya laju pertumbuhan industri dan teknologi. Persaingan ini mengakibatkan setiap industri harus lebih jeli dalam merumuskan strategi kebijakan. Pengambilan keputusan untuk menentukan prioritas produk unggulan daerah yang sesuai dengan kebutuhan dan kemampuan diperlukan suatu keputusan yang akurat dan efektif agar tidak salah memilih dan meminimalisir kerugian baik dari segi biaya maupun waktu.Dalam penelitian ini digunakan metode Fuzzy Analytic Hierarchy Process (FAHP) yang memiliki kelebihan dimana perkiran skala yang digunakan bersifat tidak tunggal. Maka Fuzzy AHP biasa digunakan untuk mengurangi faktor subyektivitas pada kriteria atau sub kriteria yang ada. Dengan menggunakan metode ini, diharapkan dapat dikembangkan software sistem pendukung keputusan yang dapat digunakan oleh suatu instansi, karena instansi cukup memilih beberapa barang yang akan menjadi alternatif pemilihan dan memberikan nilai bobot pada perbandingan alternatif dan kriterianya, adapun kriteria tersebut adalah omset, tenaga kerja, target pasar, asal bahan baku, badan usaha.Kata Kunci: sistem pendukung keputusan, produk unggulan, metode FAHP.",Teknik Informatika
59,050411100566,RANCANG BANGUN APLIKASI ENKRIPSI  SMS MENGGUNAKAN METODE RC4 BERBASIS PLATFORM ANDROID,"Perkembangan teknologi informasi beberapa dekade ini telah membuat perubahan yang sangat pesat. Dengan adanya teknologi informasi ini maka penyampaian informasi jarak jauh pun semakin mudah. Salah satu teknologi telekomunikasi yang menjanjikan kecepatan dalam penyampaian adalah Sort Message Service (SMS), dengan menggunakan teknologi SMS pengguna dapat bertukar pesan dengan orang lain secara cepat dan mudah. Pada   tugas   akhir   ini   dikembangkan   sebuah   aplikasi   pada   telepon   selular   untuk memodifikasi pesan SMS menjadi cipherteks agar isi informasi dari SMS tersebut tidak diketahui oleh orang lain. Untuk pengiriman SMS sistem mengenkripsi pesan menjadi cipherteks menggunakan key yang diinputkan oleh pengirim kemudian mengirimkan ke nomor tujuan. Untuk penerimaan SMS sistem mendekripsi cipherteks menjadi plainteks menggunakan  key  yang  diinputkan  oleh  penerima  kemudian  menampilkan  pesan  asli kepada penerima. Aplikasi ini dapat dimanfaatkan oleh seseorang yang ingin mengirimkan suatu informasi rahasia kepada orang lain melalui SMS tanpa takut informasi dari pesan tersebut akan diketahui oleh orang lain.Metode yang digunakan sistem dalam mengenkripsi dan mendekripsi pesan adalah metode enkripsi RC4 dan implementasinya menggunakan bahasa pemrograman Java SE Development Kit 7 dengan tools Application Programing Intervace (API) android SDK.Kata kunci: sort message service (SMS), enkripsi, dekripsi, RC4, Android.",Teknik Informatika
60,070411100128,SISTEM PEROLEHAN CITRA BERBASIS ISIMENGGUNAKAN GRLM BERDASARKAN CIRI TEKSTUR PADA POLA BATIK,"Batik merupakan seni yang paling penting dalam kehidupan masyarakat Indonesia. Keanekaragaman batik datang dari beberapa wilayah dan provinsi sehingga menyimbolkan karakteristik ciri pola batik yang berbeda-beda dari masing-masing daerah tempat batik tumbuh dan berkembang. Tugas akhir ini telah berhasil membuat suatu Sistem Perolehan Citra berbasis Isi (SPCI) dengan ciri tekstur yang bertujuan untuk mengetahui ciri dari pola batik tersebut. SPCI merupakan metode atau teknik pencarian gambar citra yang mirip (similar) dengan melakukan perbandingan antara citra query dengan citra yang ada dalam basis data. Pada penelitian  ini menggunakan ciri tekstur sebagai proses pencarian kemiripan dari delapan wilayah citra batik yang  berbeda yaitu: Cirebon, Bali, Bangkalan, Pamekasan, Sumenep, Yogyakarta, Solo, dan Pekalongan sebagai obyek perolehan citra berbasis isi. Sistem dibangun dengan proses utamanya yaitu ekstraksi fitur tekstur dengan menggunakan metode Gray Level Run Length Matrix (GLRM). GLRM dilakukan dengan membuat rangkaian pasangan nilai (i,j) pada setiap baris piksel dengan arah tertentu. Hasil ekstraksi fitur selanjutnya dilakukan pengukuran jarak kemiripan menggunakan metode Euclidean Distance. Dari uji coba aplikasi menggunakan pengukuran kemiripan Euclidean Distance dengan nilai threshold=145 diperoleh akurasi presisi sebesar  0.53  pada data pelatihan 184 dan data uji coba 16 dengan jumlah citra yang ditampilkan 10. Kata Kunci: Tekstur, Sistem Perolehan Citra berbasis Isi, Gray Level Run Length Matrix, Euclidean Distance",Teknik Informatika
61,050411100572,Sistem Pendukung Keputusan Rehabilitasi Bangunan Bersejarah Dengan Menggunakan Metode Fuzzy Analytical Hierarchy Process (F-AHP) Berbasis Spasial.,"Bangunan bersejarah merupakan salah satu peninggalan cagar budaya kota lama yang banyak mengandung cerita pada jaman perang kemerdekaan dahulu yang perlu dilestarikan dan nilai tambah untuk kepariwisataan kota surabaya. Karakteristiknya selalu mengalami penurunan kondisi yang diindikasikan dengan terjadinya kerusakan pada fisik bangunannya. Untuk mempertahankan kondisi bangunan sesuai dengan umur rencana yang telah direncanakan, maka selama masa bangunan tersebut berdiri perlu kegiatan rehabilitasi berupa pemeliharaan dan pembangunan berdasarkan tingkat kerusakan bangunan yang termasuk dalam evaluasi analisis multi kriteria.Namun sehubungan dengan keterbatasan anggaran, maka perlu dibuat prioritas berdasarkan berbagai kriteria dalam penanganan bangunan melalui mekanisme perencanaan pembangunan daerah. Penelitian menggunakan metode Fuzzy Analytical Hierarchy Process (FAHP) yang dikembangkan oleh Thomas L Saaty. Prioritas rehabilitasi bangunan akan ditampilkan melalui MapServer yang setiap letak bangunannya yang mengindikasikan rusak sedang, dan rusak berat.Kata Kunci: Bangunan bersejarah, Analisis Multi Kriteria, Fuzzy AHP, MapServer.",Teknik Informatika
62,070411100104,SISTEM PENENTU CALON PENERIMA BEASISWA IKSASS RAYON BANGKALAN MENGGUNAKAN METODE SMARTER DAN FORWARD CHAINING,"Beasiswa  indentik  dengan  penghargaan yang  diberikan  kepada  pelajar/santri  berprestasi dalam  studi  yang  ditempuhnya.  IKSASS dalam  menumbuhkan  dan  meningkatkan semangat  santri  untuk  berprestasi dilakukan  dengan  memberikan  penghargaan  berupa  beasiswa  tiap  semester. Proses  seleksi  calon penerima beasiswa di Ikatan Santri Alumni Salafiyah Syafiiyah (IKSASS) Rayon Kabupaten Bangkalan dilengkapi  dengan  berbagai  kriteria. Seperti ekonomi keluarga, tanggungan keluarga, status orang tua dan lain-lain. Hal tersebut perlu  diperhatikan  dalam  perhitungan  penilaian  terhadap  kriteria  dan harus benar-benar relevan karena pada dasarnya akan berpengaruh pada hasil akhirnya. Dengan menggunakan Sistem Pendukung keputusan, calon penerima beasiswa menggunakan metode SMARTER inferensi Forward Chaining yang akan dibuat, hasil yang  didapat  telah  memenuhi  kriteria  yang  diinginkan  pihak IKSASS. Selain itu penggunaaan Forward Chaining efektif digunakan untuk mengantisipasi kesamaan hasil perankingan. Sehingga proses seleksi calon penerima beasiswa IKSASS rayon bangkalan tepat sasaran.Kata kunci : sistem pendukung keputusan, Simple Multi-Atribute Rating  Technique Exploiting Rank (SMARTER), Forward Chaining.",Teknik Informatika
63,090411100026,Aplikasi Penerjemah Bahasa Madura-Indonesia Dan Indonesia-Madura Menggunakan Free Contex Parsing Algorithm,"Bahasa Madura sebagai salah satu bahasa daerah di Indonesia sudah mulai kehilangan identitas. Hal ini disebabkan minimnya pengetahuan dan sedikitnya pola pelestarian terhadap Bahasa Madura. Oleh karena itu, perlu adanya pola pembelajaran yang lebih efektif agar transformasi pengetahuan terus berjalan. Salah satunya dengan membuat aplikasi penerjemah Bahasa Madura-Indonesia dan juga sebaliknya. Untuk dapat menerjemahkan kata ataupun kalimat tersebut, dalam penelitian ini digunakan metode Free Context Parsing Algorithm. Dengan adanya aplikasi ini dapat menjadi referensi dalam mempelajari dan meningkatkan kemampuan berbahasa, mulai dari tingkatan Bahasa Madura yang paling umum (Enjeâ-Iyeh) hingga ke tingkatan Bahasa Madura yang paling halus (Engghi-Bunten), sehingga Bahasa Madura dapat bertahan dan lebih dikenal oleh masyarakat Madura maupun masyarakat luar Madura. Karena aplikasi yang berbasis web ini mampu menerjemahkan bahasa mulai dari Bahasa Madura ke Bahasa Indonesia dan dari Bahasa Indonesia ke Bahasa Madura. Dari hasil pengujian yang dilakukan terhadap beberapa kalimat dan dokumen, sistem ini sudah dapat dimengerti dan hasilnya cukup baik. Hal ini dibuktikan dengan  rata-rata nilai presisi yang diperoleh sebesar 90%. Namun, masih terdapat kekurangan pada hasil terjemahan yang belum sempurna dari segi tata Bahasa Madura.Kata kunci: Aplikasi Penerjemah Bahasa, Free Contex Parsing Algorithm.",Teknik Informatika
64,090411100011,PENERAPAN MODIFIKASI METODE ENHANCED CONFIX STRIPPING STEMMER PADA TEKS BERBAHASA MADURA,"Stemming adalah teknik untuk menemukan kata dasar dari sebuah kata yang telah mengalami imbuhan dengan cara menghilangkan atau menghapus imbuhan-imbuhan tersebut. Algoritma Enhanced Confix Stripping Stemmer adalah algoritma stemming yang akurat untuk mencari bentuk dasar dari suatu kata dalam Bahasa Indonesia. Bahasa Madura memiliki struktur morfologi yang mirip dengan Bahasa Indonesia. Bahasa Madura memiliki kata yang dapat dibentuk dari awalan (ter-ater), akhiran (panoteng) dan sisipan (sesselan) dan Kata Ulang (Rangkebbhan). Modifikasi algoritma Enhanced Confix Stripping Stemmer dilakukan pada tabel aturan pemenggalan, langkah-langkah algoritma dan penambahan langkah algoritma sesuai dengan morfologi Bahasa Madura. Dengan demikian dapat dihasilkan sebuah algoritma baru yang dikembangkan dari algoritma Enhanced Confix Stripping Stemmer. Setelah melakukan beberapa analisa dan pengujian dengan menggunakan sistem yang telah dibangun maka diperoleh hasil dari modifikasi algoritma Enhanced Confix Stripping Stemmer pada teks berbahasa Madura. Persentase kata Bahasa Madura yang berhasil distemming adalah 95,75 %  dari 400 kata yang diuji. Dengan demikian modifikasi Enhanced Confix Stripping Stemmer pada teks berbahasa Madura dinilai efektif untuk diterapkan.",Teknik Informatika
65,070411100049,PENJADWALAN PRODUKSI ROKOK MENGGUNAKAN METODE SHORTEST PROCESSING TIME UNTUK MENDUKUNG PENERAPAN SUPPLY CHAIN MANAGEMENT,"Dalam pola supply chain management terdapat aktivitas penjadwalan produksi. Perubahan penjadwalan pada produksi merupakan hal yang sering terjadi untuk memenuhi permintaan konsumen, Penjadwalan produksi merupakan salah satu fungsi dari pengawasan produksi yang mempunyai peranan yang cukup penting dalam  memaksimalkan pendapatan penjualan, dan meminimalkan biaya produksi, dan proses produksi akan berjalan dengan efisien. Sedangkan proses produksi berjalan dengan efisien, maka proses supply chain management mengalir dengan lancar. Permasalahan yang ada di perusahaan rokok gudang alam, tidak adanya penjadwalan produksi pada perusahaan tersebut, dan pihak sales tidak tahu kapan barang akan dikirim. Dan pihak pemesan atau agen tidak mengetahui kapan barangnya bisa diterima, sehingga proses supply chain management tidak berjalan dengan baik. Dalam penelitian ini, diadakan   pengalokasian bahan-bahan baku dan bahan-bahan pembantu, serta kelengkapan pengolahan  di setiap instalasi atau fasilitas yang telah ditentukan untuk menunjang proses supply chain berjalan dengan baik. Hasil dari penjadwalan meliputi jumlah produk yang dihasilkan dan pengolahan pada produk tersebut, terutama pada bagian yang didahulukan dalam proses produksi untuk melakukan penjadwalan produksi rokok. Yang pada pengurutannya menggunakan metode shortest processing time, menghasilkan penjadwalan produksi rokok yang meminimalisir keterlambatan sesuai dengan permintaan konsumen.Kata Kunci: Penjadwaln produksi, Shortest Processing Time, supply chain management",Teknik Informatika
66,060411100723,Sistem Pemilihan Supplier di Apotek Menggunakan Metode Fuzzy Analytical Network Process (FANP),"Kegiatan yang dilakukan di apotek yaitu transaksi penjualan obat kepada konsumen dan pembelian obat dari supplier. Karena suplier yang datang banyak, maka pihak apotek harus memilih suplier yang tepat, supaya usaha apotek dapat berjalan lancar. Untuk menyelesaikan permasalaha n di atas, pada penelitian ini dilakukan pendekatan Fuzzy Analytical Network Process (FANP) untuk memilih supplier obat terbaik untuk apotek. Penggunaan fuzzy bertujuan untuk mengakomodasi sifat samar dalam pengambilan keputusan untuk memberikan pertimbangan yang dapat mengatasi ketidakpastian didalam kriteria-kriteria kualitatif. Metode FANP dapat digunakan untuk menyelesaikan permasalahan pengambilan keputusan yang terdapat hubungan saling mempengaruhi antar kriteria dalam suatu level tertentu. Proses penghitungan FANP terhadap 5 supplier apotek Yakersuda yaitu Kallista, APL, AAM, Parit Padang dan Barito memperoleh hasil akhir bahwa terdapat 4 supplier yang mempunyai target sesuai dengan penilaian dari tiap kriteria dari perbandingan semua alternatif. Kriteria yang terpilih yaitu kualitas obat, ketepatan waktu, ketepatan jumlah, pengemasan, sistem komunikasi dan kerjasama, prosedur pembayaran, frekuensi pengiriman dan harga obat. Supplier yang terpilih yaitu Kallista, APL, AAM dan Barito dengan nilai bobot secara berturut-turut 3,19;3,19;3,19 dan 3,11. Hasil pemilihan tersebut memperoleh nilai prosentase sebesar 80% dari hasil verifikasi uji sistem.Kata kunci: Sistem Pendukung Keputusan, Apotek, Perangkingan Supplier, Fuzzy Analytical Network Process (FANP)",Teknik Informatika
67,070411100069,RANCANG BANGUN SISTEM PERAMALAN DISTRIBUSI BERAS MENGGUNAKAN METODE EXPONENTIAL SMOOTHING,"Salah satu komponen penting yang menunjang operasi perusahaan beras adalah kegiatan memprediksi jumlah beras yang dibutuhkan konsumen. Dengan prediksi yang baik dapat dibuat rencana kerja perusahaan lebih efektif dan efisien.  Proses pendistribusian juga harus tepat agar tidak terjadi penumpukan beras di gudang yang megakibatkan kwalitas beras menurun.  Selain itu  pemasukan beras  dan distribusi beras juga harus seimbang supaya terjadi keseimbangn dalam proses distribusi beras. Penelitian ini  mengidentifikasi pola distribusi beras  di BULOG kabupaten Pamekasan. agar  mendapatkan metode peramalan yang terbaik berdasarkan pola data pendistribusian beras. Selain itu sistem yang di buat juga mampu mendapatkan hasil peramalan  periode selanjutnya  sehingga dapat menjadi acuan dalam perencanaan strategi pendistribusian yang  diterapkan di Bulog  Kabupaten  Pamekasan.  Dalam proses pendistribusian  beras  Penentuan metode  exponential smooting  sebagai peramalan yang terbaik  dengan menggunakan data sebelumnya sebagai parameter masukan  dilakukan dengan  cara mengukur tingkat kesalahan  peramalan  dari penerapan  metode tersebut  dan di ketahui peramalan terbaik berada di  alpha  0.1 dengan mengidentifikasi nilai Square Error  (SE) dan Percentage Error  (PE). Dapat diketahui melalui pencarian nilai rata-rata kesalahan sebesar 3.8%, yaitu menghitung Mean Square Error (MSE) dan Mean Absolute Percentage Error (MAPE).   Kata kunci:  Peramalan Pendistribusian, Exponential Smoothing, Mean Error (MSE) Mean Absolute Percentage Error (MAPE) ",Teknik Informatika
68,070411100019,SISTEM PERAMALAN TINGKAT PENGANGGURAN WILAYAH BANGKALAN MENGGUNAKAN ALGORITMA BACKPROPAGATION,"Kabupaten Bangkalan Mempunyai jumlah penduduk tahun 2010 sebanyak 906.761 yang diikuti dengan jumlah pengangguran yang cukup tinggi, tentunya pengangguran menjadi masalah sosial yang harus diperhatikan.  Berdasarkan permasalahan tersebut maka perlu adanya sistem peramalan sehingga bisa menekan angka pengangguran di Kabupaten Bangkalan. Sistem ini dibuat menggunakan Algoritma Backpropagation yang mampu melakukan penyesuaian bobot penghubung sehingga dapat dijadikan solusi untuk menentukan jumlah pengangguran. Jaringan-jaringan dilatih dengan menggunakan beberapa variabel masukan yaitu : data tahun 2006-2010. Setelah Sistem peramalan dengan menggunakan Algoritma Backpropagation ini melalui proses uji coba didapatkan nilai konfigurasi parameter terbaik ialah konfigurasi lerning rate sebesar 0.7 toleransi error 0.1, maksimal epoch 50 dan hidden layer 14.  Parameter tersebut dipilih menjadi parameter terbaik karena menghasilkan jumlah iterasi yang memiliki nilai akurasi error terbaik saat sistem melakukan pengujian yaitu didapatkan MSE sebesar 37206,6 dan MAPE sebesar 1,34% yang mana diperoleh jumlah pengangguran di Kabupaten Bangkalan pada tahun 2010 adalah 24.637 jiwa. Sedangkan pendataan jumlah pengangguan tahun 2010 yang dilakukan oleh BPS Kabupaten Bangakalan adalah 25008 jiwa.	Kata Kunci: Peramalan, Algoritma Backpropagation, Pengangguran.",Teknik Informatika
69,040411100509,PENDETEKSIAN MINUTIAE PADA SIDIK JARI MENGGUNAKAN CROSSING NUMBER,"PENDETEKSIAN MINUTIAE PADA SIDIK JARIMENGGUNAKAN CROSSING NUMBERABSTRAKBerbagai penelitian tentang citra sidik jari, telah banyak dilakukan. Mulai dari pendeteksian, pengklasifikasian sampai dengan pengenalan pola sidik jari. Hal ini dikarenakan keunikan yang dimiliki oleh sidik jari yang dapat dijadikan sebagai pengenalan identitas seseorang.Salah satu fitur dalam pengenalan sidik jari adalah kesamaan letak minutiae pada sidik jari seseorang. Minutiae didefinisikan sebagai titik-titik akhir dan titik-titik awal percabangan dari garis-garis alur (ridge) yang memberikan informasi yang unik dari suatu sidik jari [7]. Secara umum minutiae terbagi menjadi dua macam yaitu minutiae termination yang merupakan tempat ridge berakhir dan minutiae bifurcation yang merupakan tempat ridge memisah atau bercabang.Pada penelitian ini membahas tentang bagaimana mendeteksi letak minutiae pada sidik jari dengan menggunakan metode Crossing Number dengan menggunakan dua skenario pada proses binaryzation. Skenario pertama menggunakan nilai treshold = nilai mean piksel citra, dan skenario kedua menggunakan nilai treshold = 80. Langkah pertama dalam penelitian ini yaitu dengan memasukkan citra sidik jari (load image). Selanjutnya dilakukan grayscaling, binaryzation, thinning, dan block filter. Langkah terakhir, deteksi minutiae melalui ekstraksi minutiae dengan menggunakan crossing number. Dari hasil uji coba diperoleh Pendeteksian minutiae termination menggunakan skenario kedua lebih baik dibandingkan dengan skenario pertama dengan rata-rata akurasi 96,22%. Sedangkan untuk pendeteksian minutiae bifurcation, skenario pertama lebih baik dibandingkan dengan skenario kedua dengan rata-rata akurasi 46,28%. Kata kunci : minutea, minutiae bifurcation, minutiae termination, crossing number.",Teknik Informatika
70,080411100013,EKSTRAKSI PENAMBAHAN STOPLIST DARI KATA UMUM DOKUMEN HASIL KLASIFIKASI PRETOPOLOGY,"Dokumen teks bahasa Indonesia sangat melimpah dan setiap waktu bertambah. Dalam proses pencarian, banyak dokumen yang dihasilkan menjadi kurang relevan jika tidak sesuai dengan keinginan pengguna. Stopword merupakan kata yang âtidak relevanâ, namun sering muncul dalam dokumen. Kumpulan stopword disebut stoplist. Pada sistem temu balik informasi, asumsi yang ada adalah dengan menghapus stoplist, maka mengurangi jumlah kata yang akan diproses. Sedangkan kata umum juga sering digunakan pada bidang tertentu. Sehingga perlu dilakukan ekstraksi kata umum dari dokumen hasil klasifikasi dan melakukan perbandingan efektifitas antara aplikasi pencarian-1 menggunakan penghapusan stoplist dengan aplikasi pencarian-2 menggunakan penghapusan stoplist dan kata umum untuk meningkatkan relevansi dan waktu proses pencarian dokumen. Hasil uji coba klasifikasi pretopology dengan 25 dokumen teknik, 25 ekonomi dan 25 pertanian diperoleh nilai rata-rata recall dan precision sebesar 90% dan 76%. Uji coba pencarian dengan 6 query terhadap 285 dokumen teknik, 193 ekonomi dan 268 pertanian pada aplikasi pencarian-1 diperoleh nilai rata-rata recall, precision, f-measure dan waktu proses adalah 96.7%, 22.5%, 30.6% dan 0.239 detik. Sedangkan aplikasi pencarian-2 dengan threshold kata umum 1% adalah 96%, 67%, 76.5% dan 0.098 detik. Sehingga dapat dikatakan bahwa aplikasi pencarian-2 lebih efektif dari pada aplikasi pencarian-1.Kata kunci: Sistem temu balik informasi, Stoplist, Klasifikasi Pretopology, Kata Umum.",Teknik Informatika
71,060411100844,Rancang Bangun sosial media sebagai software as a service untuk media pembelajaran dan test TOEFL,,Teknik Informatika
72,070411100137,Analisa Pemilihan Alat Kontrasepsi Dengan Menggunakan Metode Naive Bayes,"KB adalah singkatan dari Keluarga Berencana. Menurut Kamus besar Bahasa Indonesia (1997), KB adalah âGerakan untuk membentuk keluarga yan sehat dan sejahtera dengan mengatur kehamilanâ. Dengan kata lain KB adalah perencanaan jumlah keluarga. Pengaturan bisa dilakukan dengan penggunaan alat-alat kontrasepsi atau penanggulangan kehamilan seperti pil, suntik, IUD, dan sebagainya. Jumlah anak di anggap ideal adalah dua anak.Dalam proses penentuan pemilihan alat kontrasepsi tersebut memerlukan  Metode peramalan yang digunakan dalam sistem ini adalah metode NaÃ¯ve bayes classifer untuk menghitung jumlah ketepatan dalam menentukan pilihan alat kontrasepsi. Aplikasi sistem pendukung keputusan dengan NaÃ¯ve bayes classifer dapat dijadikan solusi untuk menentukan alat kontrasepsi, Nilai konfigurasi parameter untuk sistem pendukung keputusan dengan menggunakan NaÃ¯ve bayes classifer.Kata Kunci : Alat Kontrasepsi, Sistem Pendukung Keputusan,  NaÃ¯ve bayes classifer",Teknik Informatika
73,090411100061,EKSTRAKSI FITUR PRINCIPAL COMPONENT ANALYSIS (PCA) UNTUK PENGENALAN HURUF ABJAD BAHASA ISYARAT PADA SISTEM ISYARAT BAHASA INDONESIA (SIBI),"Komunikasi merupakan hal yang sangat penting dalam kehidupan bermasyarakat, dan semua orang pasti membutuhkan komunikasi sebagai sarana bersosialisasi dengan orang lainnya, tak terkecuali mereka yang memiliki keterbatasan fisik, tuna rungu dan tuna wicara misalnya. SIBI menupakan suatu bahasa yang menggunakan gerakan tangan dan ekspresi wajah, yang merupakan suatu alat komunikasi bagi penderita tuna rungu dan tuna wicara.Dengan latar belakang tersebutlah penelitian ini dilakukan. Penelitian ini bertujuan untuk dapat membuat sistem pengenalan abjad jari pada SIBI, mulai dari abjad âAâ hingga âZâ. Metode yang digunakan dalam penelitian ini adalah metode ekstraksi fitur Principal Component Analysis dan pengukuran jarak kedekatan menggunakan Euclidean Distance. Penelitian ini menggunakan 1092 data citra yang akan digunakan sebagai data training dan testing untuk proses uji coba pada sistem yang telah dibuat. Dengan menggunakan metode ekstraksi fitur PCA dan penghitungan jarak dengan Euclidean Distance, dari tiga skenario pengujian yang telah dilakukan pada penelitian ini, menghasilkan tingkat akurasi sebesar 77.11% untuk uji coba dengan memisahkan data training menjadi dua, yaitu data training untuk semua huruf kecuali âJâ dan âZâ dan data training huruf âJâ dan âZâ saja.",Teknik Informatika
74,080411100046,Manajemen Workflow Layanan Akademik Berbasis Business Process Management System (BPMS),"Layanan akademik merupakan usaha yang dilakukan oleh perguruan tinggi untuk memberikan kemudahan pada pemenuhan kebutuhan mahasiswa dalam hal yang berkaitan dengan kegiatan akademik. Untuk mendapatkan suatu layanan akademik yang efektif dan efisien diperlukan pemodelan dengan menggunakan BPMS. BPMS menyediakan visualisasi model proses bisnis dengan berbagai fasilitas pendukung runtime service, yang mampu menjembatani antara kebutuhan strategi bisnis dan teknologi informasi. Melalui penggunaan BPMS yang didukung pemodelan yang praktis mampu mengoptimalkan efisiensi penggunaan waktu, tenaga dan biaya baik selama proses pembangunan maupun implementasinya. Dari model dan desain yang digunakan pada penelitian ini didapatkan implementasi sistem yang handal untuk transaksi real time yang memenuhi kebutuhan proses bisnis yang kompleks, yaitu pada layanan akademik perguruan tinggi.",Teknik Informatika
75,060411100831,APLIKASI SISTEM PENDUKUNG KEPUTUSAN DALAM PENENTUAN BEASISWA BIDIK MISI DENGAN PERBANDINGAN METODE ANALITYCAL HIERARCY PROCESS (AHP) DAN ELIMINATION AND CHOICE TRANSLATION REALETY (ELECTRE)	(Studi K,"Pemerataan dalam akses ke perguruan tinggi jenjang pendidikan menengah, sampai saat ini masih merupakan masalah di negara ini. Banyak lulusan jenjang pendidikan menengah yang berprestasi dan merupakan calon mahasiswa potensial tidak dapat melanjutkan ke jenjang pendidikan tinggi karena berasal dari kalangan keluarga yang kurang mampu secara ekonomi, menghadapi kendala seperti inilah program terbaru yang dikelola DIKTI adalah berupa solusi beasiswa bidik misi. Dengan perbandingan antara Metode Analitycal Hierarcy Process (AHP), untuk menyusun suatu struktur hierarchy, menentukan nilai prioritas kriteria dan Elimination and Choice Translation Realety (Electre) digunakan pada kondisi dimana alternatif yang kurang sesuai dengan kriteria dieleminasi, dan alternatif yang sesuai dapat dihasilkan. Berdasarkan uji coba dengan menggunakan data bidik misi tahun 2011, telah dapat dibuat suatu sistem pengambilan keputusan dalam prosentase ketepatan antara sistem dengan kondisi real, untuk metode  AHP 83.1 % dan metode Electre 49.01 %.Keyword : AHP, Electre, Bidik Misi, Consistency,  Kriteria dan Nilai Prioritas.",Teknik Informatika
76,060411100774,DESAIN DAN IMPLEMENTASI INFRASTUKTURE AS A SEVICE CLOUD COMPUTING MENGGUNAKAN PROXMOX,"Kebutuhan akan sumber daya teknologi di bidang software dan hardware semakin besar, sedangkan investasi akan sumber daya tersebut membutuhkan waktu, biaya, dan tenaga yang tidak mungkin didapat dalam waktu yang singkat. Solusinya adalah dengan menggunakan teknologi cloud computing Infrastructure as a Service. IaaS cloud computing adalah teknologi yang memberikan sumberdaya teknologi informasi dasar, yang meliputi media penyimpanan, processing power, memory, sistem operasi, dan kapasitas jaringan yang dapat digunakan oleh pengguna  cloud client. Dengan teknologi ini pengguna dapat memenuhi semua kebutuhan sumber daya komputasi tanpa mengorbankan waktu, biaya dan tenaga, dikarenakan pengguna hanya meminta layanan yang dibutuhkan kepada penyedia cloud. Pada penelitian ini, diimplementasikan  cloud computing  dengan menggunakan  proxmox yang merupakan  operating sistem  open source dengan kemampuan Infrastructure as a Service  (IaaS). Infrastructure as a Service dalam proxmox menggunakan teknologi virtual server sehingga utilitas dari hardware server menjadi maksimal. Server proxmox saat menjalankan virtual machine secara bersama dengan sistem operasi windows xp, mampu menjalankan 17 virtual machine sekaligus, sedangkan saat menjalankan sistem operasi ubuntu 9.10 mampu menjalankan 18 virtual machine sekaligus. Dan saat menjalankan ftp server server proxmox mampu menjalankan 10 virtual machine sekaligus.",Teknik Informatika
